 -3097.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3096.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3095.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3094.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3093.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3092.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3091.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3090.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3089.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3088.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
 -3087.50    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN
